step,total_samples,exp_samples,noexp_samples,overall_mean,exp_mean,noexp_mean,overall_std,exp_std,noexp_std,overall_median,exp_median,noexp_median,exp_minus_noexp,relative_gain,better_flag,exp_ratio
49,256,128,128,0.8307421874999987,0.85390625,0.8075781249999999,0.199172395366377,0.16975310638095625,0.2230558917767007,0.9,0.9,0.88,0.04632812500000005,0.05736674083389772,exp_better,0.5
50,256,128,128,0.8119531249999988,0.8162499999999998,0.8076562500000003,0.18980302935143156,0.1863448669773839,0.19383605531113834,0.85,0.85,0.85,0.008593749999999512,0.010640355968271785,exp_better,0.5
51,512,256,256,0.8534179687499998,0.8472265624999992,0.8596093749999985,0.1800528219662735,0.18998380590816927,0.16968899969546364,0.9,0.9,0.9,-0.012382812499999285,-0.014405162228482335,noexp_better,0.5
52,512,256,256,0.8396874999999995,0.8531249999999988,0.826249999999999,0.1893233909997593,0.16948017409645502,0.20673939264346364,0.9,0.9,0.9,0.02687499999999976,0.03252647503782123,exp_better,0.5
53,512,256,256,0.7806640624999999,0.7923437499999992,0.7689843749999989,0.23789921322512,0.22488335756521405,0.2501351472939473,0.85,0.85,0.85,0.023359375000000293,0.03037691760642123,exp_better,0.5
54,512,256,256,0.8049609374999996,0.8133984374999992,0.7965234374999991,0.19654450912707766,0.18659112644533032,0.2060383160575322,0.85,0.85,0.85,0.016875000000000084,0.021185817272326157,exp_better,0.5
55,512,256,256,0.858593749999998,0.8676562499999988,0.8495312499999987,0.1664136941856783,0.14351871846215603,0.18636821817331956,0.9,0.9,0.9,0.018125000000000058,0.02133529519955868,exp_better,0.5
56,512,256,256,0.8327148437499987,0.8403124999999989,0.8251171874999985,0.17937446409740138,0.16219299808392154,0.19507461100895246,0.88,0.88,0.88,0.01519531250000039,0.018415944704824633,exp_better,0.5
57,512,256,256,0.8263085937499992,0.831835937499999,0.8207812499999991,0.18278730831914644,0.18265618736265887,0.18310870820255337,0.88,0.88,0.85,0.011054687499999827,0.013468494193793826,exp_better,0.5
58,256,128,128,0.7965624999999996,0.7819531249999997,0.8111718750000007,0.23127587295644284,0.24461783980162322,0.21709470734834005,0.85,0.85,0.9,-0.02921875000000096,-0.03602041799094789,noexp_better,0.5
59,256,128,128,0.8601953124999983,0.8747656250000001,0.845625,0.174361470766179,0.1522532331283362,0.1934793321481753,0.9,0.9,0.9,0.029140625000000142,0.034460458240946214,exp_better,0.5
60,256,128,128,0.8455468749999987,0.8397656250000001,0.8513281250000002,0.1630652875083967,0.16617259239296478,0.16034102973640008,0.88,0.85,0.895,-0.011562500000000142,-0.013581719739377975,noexp_better,0.5
61,256,128,128,0.8241015624999986,0.8336718750000005,0.81453125,0.18325802402650215,0.18359434526206064,0.1831391165852398,0.85,0.9,0.85,0.019140625000000466,0.023498944945329555,exp_better,0.5
62,256,128,128,0.8219531249999984,0.806640625,0.8372656249999999,0.169481602188533,0.1792252677619166,0.1583662397598342,0.85,0.85,0.85,-0.030624999999999902,-0.036577400391900605,noexp_better,0.5
63,256,128,128,0.8342968749999986,0.838125,0.8304687500000002,0.17414298201843942,0.15591108913908414,0.19118717124540258,0.88,0.85,0.895,0.007656249999999809,0.009219190968955553,exp_better,0.5
64,256,128,128,0.796914062499999,0.8112499999999999,0.7825781250000002,0.18960911400878408,0.1771248947676658,0.20099455899616536,0.85,0.85,0.85,0.02867187499999968,0.03663771588299848,exp_better,0.5
65,256,128,128,0.8459374999999996,0.8478906250000005,0.8439843750000001,0.16461452298163304,0.15792279756310512,0.17164484411086317,0.895,0.9,0.87,0.003906250000000333,0.0046283439785248775,exp_better,0.5
66,256,128,128,0.8251171874999986,0.8309375000000001,0.8192968750000005,0.19098707978449184,0.1885311540912857,0.1939769593986849,0.87,0.87,0.86,0.011640624999999627,0.014208067130732825,exp_better,0.5
67,256,128,128,0.8440234374999989,0.8346875000000005,0.8533593750000005,0.1880295748470353,0.1982003182180399,0.1775656797359184,0.9,0.88,0.9,-0.018671875000000004,-0.02188043577771674,noexp_better,0.5
68,256,128,128,0.8706249999999988,0.8757031250000006,0.8655468750000004,0.09484972634770905,0.08120823426840486,0.1068504628323168,0.9,0.9,0.88,0.0101562500000002,0.011733911002798312,exp_better,0.5
69,256,128,128,0.8532421874999981,0.8443749999999998,0.8621093749999998,0.1524931240413874,0.1661360319207191,0.1375926450592816,0.88,0.88,0.85,-0.01773437500000008,-0.020570910738559225,noexp_better,0.5
